"value","variable","issue_type","uuid"
"Did not get anything","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","45fe7b88-5f9c-4c16-8746-160942106bb4"
"Mazot","type_of_assistance_hh_prefer_to_receive_other","to could be recoded","b5025758-c799-417c-a294-ae6f551205a0"
"Mazot","third_priority_need_other","to could be recoded","b5025758-c799-417c-a294-ae6f551205a0"
"دول الخليج","country_destination_3_months_other","to could be recoded","dfb416e7-4a98-4547-9b9a-975e346afda1"
"لديها كمية كبيرة من زمان","accessing_menstrual_materials_problems_other","to could be recoded","dfb416e7-4a98-4547-9b9a-975e346afda1"
"كلو ممكن يصير","main_safety_security_concerns_for_women_other","to could be recoded","dfb416e7-4a98-4547-9b9a-975e346afda1"
"وارد حدوثه","main_safety_security_concerns_for_boys_less_than_18_other","to could be recoded","dfb416e7-4a98-4547-9b9a-975e346afda1"
"التمييز في تلقي المساعدات  والمحاصصة في البلدية","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","dfb416e7-4a98-4547-9b9a-975e346afda1"
"اعتبار العائلة لا تحتاج بسبب الكنية","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","b15eb372-6c51-406f-95b3-05a50fb83956"
"Email","how_household_prefer_to_give_feedback_to_aid_agencies_other","to could be recoded","ba2cc223-ce64-44bc-b1c5-bba857a970f1"
"Electricity","type_of_assistance_hh_prefer_to_receive_other","to could be recoded","ba2cc223-ce64-44bc-b1c5-bba857a970f1"
"الأحراش","areas_women_girls_in_community_avoid_or_feel_unsafe_about_other","to could be recoded","bfbd0917-d9ce-4351-94b5-3b4abc6638d4"
"Sweden","country_destination_12_months_other","to could be recoded","801a3ff4-bcf0-4376-a6c7-c1c099306297"
"Lebanese","hoh_nationality_other","to could be recoded","0ff92807-25e3-44a8-be6f-49391ecbc334"
"Sweden","country_destination_12_months_other","to could be recoded","0ff92807-25e3-44a8-be6f-49391ecbc334"
"بسبب سفر الزوج انتقلت العائلة للسكن مع اهلها  ببيروت","relocating_primary_reason_other","to could be recoded","4f387257-e146-4a10-a838-be23365cd59a"
"دول الخليج","country_destination_12_months_other","to could be recoded","4f387257-e146-4a10-a838-be23365cd59a"
"شراء سيارة وبيعها بعد ذلك بسبب ظرف صحي","main_reasons_taking_debt_other","to could be recoded","4f387257-e146-4a10-a838-be23365cd59a"
"لا يوجد نقص بسبب الاستهلاك ماء البئر بدون الشرب","adapt_to_lack_of_water_other","to could be recoded","4f387257-e146-4a10-a838-be23365cd59a"
"المالك يهدد السكان برفع الاجار","housing_land_and_property_problems_other","to could be recoded","4f387257-e146-4a10-a838-be23365cd59a"
"شراء المياه","main_source_of_drinking_water_other","to could be recoded","c0a0b926-0172-48ce-9646-e0c3ba53b2c6"
"Solar system","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","fea45786-ca3c-48de-bc6b-c017c0e9b558"
"Still waiting","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","fea45786-ca3c-48de-bc6b-c017c0e9b558"
"They judge people based on what they see from outside","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","fea45786-ca3c-48de-bc6b-c017c0e9b558"
"اي نوع كان","first_need_preferred_modality_to_get_assistance_other","to could be recoded","65b334cc-e340-4d82-8b9f-c964eb05d154"
"اي نوع كان","second_need_preferred_modality_to_get_assistance_other","to could be recoded","65b334cc-e340-4d82-8b9f-c964eb05d154"
"اي نوع","third_need_preferred_modality_to_get_assistance_other","to could be recoded","65b334cc-e340-4d82-8b9f-c964eb05d154"
"Don't know","how_household_prefer_to_give_feedback_to_aid_agencies_other","to could be recoded","f3873126-4817-4520-ad8c-9591c089e3ec"
"Wood for winter","third_priority_need_other","to could be recoded","f3873126-4817-4520-ad8c-9591c089e3ec"
"شراء المياه","adapt_to_lack_of_water_other","to could be recoded","77b90b92-7492-432e-9690-20681a40bbce"
"Solar system","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","77b90b92-7492-432e-9690-20681a40bbce"
"Sweden","country_destination_3_months_other","to could be recoded","06cb0cc3-2168-4ac1-977a-dabcd96ecd0a"
"اللجوء الى مكتب سياسي","accessing_health_care_coping_mechanisms_other","to could be recoded","25827709-2527-4e7a-b7c4-16c8fde6bc5a"
"ليس هناك شكاوى","reasons_not_use_complaint_mechanisms_to_provide_feedback_other","to could be recoded","57b31c93-fb09-4032-9006-5bd58ca79a9f"
"لا شيء مما سبق","adapt_to_lack_of_water_other","to could be recoded","ec3c262d-ff7f-4500-b19d-38a32139256a"
"شراء من الدكان","other_sources_of_drinking_water_other","to could be recoded","865d441a-cf1d-445f-a083-841f77f7f4e1"
"بذور زراعيه","information_type_hh_prefer_to_receive_from_humanitarian_aid_actors_other","to could be recoded","57bb15e1-36eb-403b-a007-aac73f6a121f"
"للترميم","relocating_primary_reason_other","to could be recoded","6e87e995-49da-48cc-b29e-a431b2846016"
"No trust between the community and the NGOs","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","603bc2ab-6ec1-4de0-bae6-1f149a23e2c5"
"شراء مكنة للفلاحة كي تكون مصدر دخل","main_reasons_taking_debt_other","to could be recoded","18263091-1369-46a5-8fc0-91bef3fd3982"
"Getting addicted to drugs","main_safety_security_concerns_for_men_other","to could be recoded","618f25ca-37e7-4cf2-8eba-312f78291c6e"
"Addiction to drugs","main_safety_security_concerns_for_men_other","to could be recoded","4b1a673e-6948-4d10-bd2a-5e7319970a08"
"Addiction to drugs","main_safety_security_concerns_for_men_other","to could be recoded","f72c8e18-de67-4a4b-8c12-7f54a0c53135"
"استراليا","country_destination_12_months_other","to could be recoded","2864b817-f49c-4277-8436-375b8ebc9718"
"مستشفى و اراضي خالية","reason_point_not_accessible_other","to could be recoded","4331c692-4fad-4586-8af0-1b62ac7b2fc6"
"نفقات التعليم الجامعي","second_priority_need_other","to could be recoded","dd1cbb0e-ecad-46f4-9cf1-638b8f541014"
"تعتبر العائلة ان المنظمات لا توفر فرص المساعدات بشكل غير متساوٍ مع اللاجئين","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","fcf4fe4c-162e-4efb-a7d5-ff3e3bd92836"
"امور خاصة - لا يريد ذكرها","main_reasons_taking_debt_other","to could be recoded","03d17431-a2e5-4582-9bc6-f17d261390f4"
"Buried","reason_point_not_accessible_other","to could be recoded","3f867892-3a8e-443a-b095-e67fbcddca3c"
"اولاده في بيروت","relocating_primary_reason_other","to could be recoded","91e1c097-58b0-4fcc-b231-c362eda9b5a4"
"الاستقرار بعيداً عن العائلة","relocating_primary_reason_other","to could be recoded","88e12755-48b8-4449-92f6-8c23cf3efc6b"
"لا يوجد رد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","4825aa37-aec4-419a-b482-c314e41b095c"
"الجيران","hh_preferred_channel_of_receiving_information_other","to could be recoded","0b1d1595-99e4-4e22-aed0-ea8f3b468f77"
"المشاكل مع الباقيين","main_safety_security_concerns_for_boys_less_than_18_other","to could be recoded","9c386755-f83e-41a3-903e-41ec2cc626cc"
"المياه","third_priority_need_other","to could be recoded","81028062-4618-447a-9186-e44673b9521e"
"Australia","country_destination_3_months_other","to could be recoded","3093fb36-89e6-4881-b1a4-ae969d2adb0b"
"بسبب اشغال البيت","relocating_primary_reason_other","to could be recoded","53cf6c5a-5b88-4a62-a487-8fa1b99912c2"
"الانتقال بسبب الترميم","relocating_primary_reason_other","to could be recoded","fa72dfaf-7a22-47a6-802f-5445d3ff514b"
"عدم الرغبة","main_reason_child_drop_out_other","to could be recoded","8698e25d-43ba-4352-8ef5-32a3c4977b65"
"فرص عمل","second_need_preferred_modality_to_get_assistance_other","to could be recoded","57c293bc-a827-48aa-aaf6-3c705a48e807"
"زوج الإبنة","main_sources_of_income_other","to could be recoded","10dc7a14-d337-4b22-b4cd-8140c732a970"
"بسبب المرض","child_receiving_routine_vaccination_barriers_other","to could be recoded","193d7ed2-6a27-43c4-9143-7ea58f54a669"
"محطة بنزين","main_reasons_taking_debt_other","to could be recoded","193d7ed2-6a27-43c4-9143-7ea58f54a669"
"دكتور اسنان","main_sources_of_income_other","to could be recoded","df984fce-acb1-4db3-89fa-77d36404d098"
"تأجير جديد","reason_to_issue_notice_other","to could be recoded","dd4f2b94-a72b-44be-92df-82668497ad4e"
"
Brazil","country_destination_3_months_other","to could be recoded","c901b0fa-0449-417e-8806-b24c234aae34"
"No problem with water","adapt_to_lack_of_water_other","to could be recoded","025484e5-0471-4a89-8361-dc2c5fbabfa0"
"Solar system","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","ebcc3fda-bc8e-4b21-9140-fcff12c3e9f2"
"Ma bde mose3de","first_need_preferred_modality_to_get_assistance_other","to could be recoded","0d3de452-21df-463c-825d-cccfe8bc5b3a"
"Ma bde mose3ade","second_need_preferred_modality_to_get_assistance_other","to could be recoded","0d3de452-21df-463c-825d-cccfe8bc5b3a"
"Ma bde mose3ade","third_need_preferred_modality_to_get_assistance_other","to could be recoded","0d3de452-21df-463c-825d-cccfe8bc5b3a"
"لا يوجد حواجز","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","b72284c0-b0cb-40ab-91d2-a02157a5728f"
"تأمين الدواء من خلال جمعيات","accessing_medication_coping_mechanisms_other","to could be recoded","908c2aac-23bd-45f5-b639-40173ed34aa3"
"Solar system","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","e4b347fe-3427-4c47-ba92-e66c05c43689"
"Ups","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","b54aef31-3eb8-427d-b7bc-d69319254384"
"الفتيات تشتري البدائل الرخيصة","accessing_menstrual_materials_problems_other","to could be recoded","6ac2d9f1-92ff-4df0-968f-7a9d6fb58924"
"التدفئة","second_priority_need_other","to could be recoded","6ac2d9f1-92ff-4df0-968f-7a9d6fb58924"
"3m yejo deyman la nafs l achkhas bas","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","48fc4015-853c-413e-b841-f408fbade0c8"
"Lebanese","hoh_nationality_other","to could be recoded","50bc38e4-5048-45e6-9d49-f869a897f8df"
"لا شيء","adapt_to_lack_of_water_other","to could be recoded","eea70a33-b1bf-492b-b55f-7a65c3caf530"
"لا يوجد حواجز","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","33caac6e-caf5-417b-84c4-a57bef12d325"
"Lebanese","hoh_nationality_other","to could be recoded","b8e1deec-9752-4253-8dfa-0ee8767a70ee"
"Venzuila","country_destination_12_months_other","to could be recoded","039c259a-e633-41cf-ad45-8de73c1f3aad"
"الانحراف او تعاطي الممنوعات","main_safety_security_concerns_for_boys_less_than_18_other","to could be recoded","a358b82e-117a-48e5-87dd-7e1ee8349b26"
"غلاء الايجار","relocating_primary_reason_other","to could be recoded","092b0dd7-a08b-4631-a3a0-85c346f72b69"
"من الأشخاص الذين يعرفونهم","hh_preferred_channel_of_receiving_information_other","to could be recoded","a3eca868-2853-4bc9-90c3-5c0d6adb59df"
"سوريا","country_destination_12_months_other","to could be recoded","56a8c169-18ce-49e7-91aa-6c207b4d27c4"
"تشتري البدائل الرخيصة","accessing_menstrual_materials_problems_other","to could be recoded","56a8c169-18ce-49e7-91aa-6c207b4d27c4"
"They didn't get anything","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","d9544c82-9c59-497b-b13e-e4d87ea293f6"
"للعلاج","main_reasons_taking_debt_other","to could be recoded","3d2d005c-ed3d-48ad-9e20-b54ac1c937b9"
"Switzerland","country_destination_12_months_other","to could be recoded","faae76b4-6895-4131-b49d-9fbb804166f3"
"لا يوجد حواجز","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","ab71c041-8674-404a-b4af-a925a9237005"
"تركيب طاقة شمسية","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","4b60e7ac-7296-4e33-ae22-21a1acd8fed6"
"The family have their needs of water","adapt_to_lack_of_water_other","to could be recoded","ba9f9ba4-8fd7-447c-8e58-3a469581b319"
"Solar system","strategies_hh_adopt_to_cope_with_electricity_shortages_other","to could be recoded","ba9f9ba4-8fd7-447c-8e58-3a469581b319"
"They judge people based on what they see from outside","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","ba9f9ba4-8fd7-447c-8e58-3a469581b319"
"Bte5od dawa 5alsa mdeto","accessing_medication_coping_mechanisms_other","to could be recoded","f1f6c775-d2a9-48f6-a20a-3b7442ff67ff"
"8ramet 7bs","main_reasons_taking_debt_other","to could be recoded","f1f6c775-d2a9-48f6-a20a-3b7442ff67ff"
"Ma hda 3m yje l3ndn mn ljm3yt m3 eno fe ktr jm3yt btje 3dy3a","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","f1f6c775-d2a9-48f6-a20a-3b7442ff67ff"
"فلسطيني  سوري","hoh_nationality_other","to could be recoded","2fb93589-d8ff-4172-8c2f-1bf8685ad24d"
"فلسطيني سوري","hoh_nationality_other","to could be recoded","94f43dfc-b5c3-4e9f-9ad2-027305c91008"
"Addiction to drugs","main_safety_security_concerns_for_girls_less_than_18_other","to could be recoded","32a5c633-d41a-42c6-b22a-8d4bba99f7e9"
"Addiction to drugs","main_safety_security_concerns_for_boys_less_than_18_other","to could be recoded","32a5c633-d41a-42c6-b22a-8d4bba99f7e9"
"Addiction to drugs","main_safety_security_concerns_for_men_other","to could be recoded","b1e83b3c-531e-45fd-ac93-a3ea9b8cdc99"
"لم يتم الرد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","95dd4162-aa5c-423b-86a8-9cc2d5d36bf4"
"بسبب الانحراج","type_of_assistance_hh_prefer_to_receive_other","to could be recoded","41da8aaa-1355-448e-a87b-893990cba05c"
"الاونروا","accessing_medication_coping_mechanisms_other","to could be recoded","42ee0686-b605-4333-ad2c-621d126b2de1"
"تعليم جامعي","second_priority_need_other","to could be recoded","1e87e301-0a2a-498b-8789-c2b8b8e249aa"
"بسبب المحسوبيات","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","d954b223-82a6-4fd0-8e85-dc4ab9404ef8"
"فرص عمل للشباب","first_need_preferred_modality_to_get_assistance_other","to could be recoded","a90d4e44-067c-4a93-b1d7-e10ad3a915b1"
"من الجيران","hh_preferred_channel_of_receiving_information_other","to could be recoded","13ec41e2-41d1-4c02-b2ae-ff24fc0a26eb"
"Australia","country_destination_3_months_other","to could be recoded","3f2a494a-da9c-4ecd-b5b7-3e2f0f548040"
"طريق على طرف الضيعة ليس فيه بيوت 
","areas_women_girls_in_community_avoid_or_feel_unsafe_about_other","to could be recoded","3f2a494a-da9c-4ecd-b5b7-3e2f0f548040"
"النساء في المنطقة","hh_preferred_channel_of_receiving_information_other","to could be recoded","3f2a494a-da9c-4ecd-b5b7-3e2f0f548040"
"لا يوجد رد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","506e1f0a-b8f5-4ae7-9627-64326f836f48"
"لم يبلغوني بسبب الرفض","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","ccbc9534-369a-4d3e-b795-d178b5222722"
"Addiction to drugs","main_safety_security_concerns_for_men_other","to could be recoded","e506c462-2870-4782-a341-3059899e6d27"
"They dont distribut to all the people in the camp they only provide help for the people they know","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","2aca58e6-b335-4476-90d1-640befc1807f"
"Porte talasemie","employment_main_barriers_other","to could be recoded","e9e33ded-547b-46d3-9909-f27e89b26eb9"
"اعتباري انسان ليس بحاجة","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","0442f968-27e4-448f-935b-c4f4b7baf302"
"دعم استثمار في علمي و عملي","information_type_hh_prefer_to_receive_from_humanitarian_aid_actors_other","to could be recoded","0442f968-27e4-448f-935b-c4f4b7baf302"
"اتوا و لم اتلقى مساعده","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","0352e612-273d-4118-9a86-893354dadf10"
"الأمن","main_safety_security_concerns_for_men_other","to could be recoded","4c62c799-99d5-4ecd-83be-f0552d91af56"
"Australia","country_destination_3_months_other","to could be recoded","7a648584-7a11-49cc-8b00-60d8c25bc046"
"النقل","third_priority_need_other","to could be recoded","f3cdf15a-f326-4359-a5df-8ea64f197849"
"النقل","third_priority_need_other","to could be recoded","723cfb03-dd5f-47be-ba27-0f8ba05bc9a8"
"الحولات من إبنته .","main_sources_of_income_other","to could be recoded","ca4932e4-a9a7-4b34-aa9f-0caac717ece8"
"أولاده في المهجر","main_sources_of_income_other","to could be recoded","beffd12e-1164-4b3f-91b0-be5207c14eb1"
"ممرضة تعتني ب كبار السن عددهم ٢","relationship_respondent_other","to could be recoded","1c74996f-f79b-466f-8dc4-4c06c5d5eb52"
"تحويلات من اولادهم خارج لبنان","main_sources_of_income_other","to could be recoded","1c74996f-f79b-466f-8dc4-4c06c5d5eb52"
"توجهت ولم القى سوى الوعود بالمساعدة .","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","52798088-43ad-49ce-a4aa-e661073390fd"
"Australia","country_destination_3_months_other","to could be recoded","ccefffa5-1c43-4c2d-8b76-640e446aef86"
"المياه دائما متوفرة","adapt_to_lack_of_water_other","to could be recoded","ccefffa5-1c43-4c2d-8b76-640e446aef86"
"الكهرباء","main_reasons_taking_debt_other","to could be recoded","5854e02e-1683-4a33-8c8c-c988cf9fe5c4"
"والدة زوجة رب الأسرة","relationship_respondent_other","to could be recoded","7e93f127-3c88-4601-93b9-02d54f00f5c4"
"محسوبية","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","30aa1ec8-f25e-4415-82c6-7919a69d40ab"
"مساعدات مالية","information_type_hh_prefer_to_receive_from_humanitarian_aid_actors_other","to could be recoded","b1b413a3-9d3b-4b38-870f-18ec1571f4b6"
"لا شيء","reasons_not_use_complaint_mechanisms_to_provide_feedback_other","to could be recoded","ff3a6d4a-c1d2-4558-89a5-07922dd1b36e"
"تدفئة لفصل الشتاء","first_priority_need_other","to could be recoded","ff3a6d4a-c1d2-4558-89a5-07922dd1b36e"
"بركة","adapt_to_lack_of_water_other","to could be recoded","5b50fa41-94b7-4257-be6d-1805f1391955"
"المشاكل الامنية
","main_safety_security_concerns_for_men_other","to could be recoded","98d44dae-6b9d-4e9e-aedd-3518bf4ad678"
"مناطق التوتر الامني","areas_women_girls_in_community_avoid_or_feel_unsafe_about_other","to could be recoded","98d44dae-6b9d-4e9e-aedd-3518bf4ad678"
"لجنة حي تميز بين السكان","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","98d44dae-6b9d-4e9e-aedd-3518bf4ad678"
"المشاكل الامنية","main_safety_security_concerns_for_women_other","to could be recoded","43675b4d-0165-467e-805e-48c7a498c30a"
"القتل واطلاق النار","main_safety_security_concerns_for_men_other","to could be recoded","43675b4d-0165-467e-805e-48c7a498c30a"
"المشاكل الامنية","main_safety_security_concerns_for_girls_less_than_18_other","to could be recoded","43675b4d-0165-467e-805e-48c7a498c30a"
"المشاكل الامنية","main_safety_security_concerns_for_boys_less_than_18_other","to could be recoded","43675b4d-0165-467e-805e-48c7a498c30a"
"بلجيكا","country_destination_12_months_other","to could be recoded","290b9a6f-02bf-468f-8f2c-bbc7ccb6de08"
"الحاجة للمال","main_reasons_taking_debt_other","to could be recoded","bf722f8a-6325-47d3-84a4-455909243263"
"التعاون بين الاصدقاء في الحي","accessing_health_care_coping_mechanisms_other","to could be recoded","15c76b25-7bef-4458-abdc-ee1f1a9dbf79"
"The whole street is full of very  rich people , only one poor family in the whole road so there is no organizations come near","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","11a3cc9d-5e38-4aa2-b1ad-fedc9d79d812"
"Bwz3o 3l m7sobyt y3ne l2ryben r2es lbldye wlm5ter whyk","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","11a3cc9d-5e38-4aa2-b1ad-fedc9d79d812"
"هناك وفرة في المياه","adapt_to_lack_of_water_other","to could be recoded","b1425b4f-e8cc-468e-9211-50d18d31530e"
"They tried but didn't get anything","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","d6029cb6-ae94-4468-bcf2-4b0e9f308a00"
"لا يوجد حواجز","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","d372ed91-55b8-4bc2-8ea3-2c874b452839"
"البرازيل","country_destination_3_months_other","to could be recoded","b22a5a16-381f-494d-a9cb-c692972a5ebf"
"لم يتم الرد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","9045d4d8-07d5-4312-9224-3a4fa7e7cc5b"
"لم يتم الرد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","c56b5502-b954-4024-a1be-9121ba7edb82"
"محسوبيات","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","0d78e453-9c00-4813-9a30-1c7d6f2c3a7b"
"محسوبيات","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","0d78e453-9c00-4813-9a30-1c7d6f2c3a7b"
"Markaba electricity station","hh_electricity_sources_other","to could be recoded","6640ae12-ed37-438a-9135-e0127d70cae2"
"The family register for an aids but the didn't get anything","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","6640ae12-ed37-438a-9135-e0127d70cae2"
"More than half of the zone is the church and medical center","reason_point_not_accessible_other","to could be recoded","7dcd2f93-36db-479e-a3f1-d9ce2ed5c1e6"
"لم يتم الرد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","eff09e8a-cdf2-4ca3-b73f-ea77193e2d0a"
"محسوبيات","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","eff09e8a-cdf2-4ca3-b73f-ea77193e2d0a"
"فنزويلا","country_destination_3_months_other","to could be recoded","577d718b-ac56-4324-a8e9-e425ccb79fef"
"مياه مفلترة","other_sources_of_drinking_water_other","to could be recoded","577d718b-ac56-4324-a8e9-e425ccb79fef"
"هناك وفرة بالمياه","adapt_to_lack_of_water_other","to could be recoded","577d718b-ac56-4324-a8e9-e425ccb79fef"
"المخيمات السورية","areas_women_girls_in_community_avoid_or_feel_unsafe_about_other","to could be recoded","577d718b-ac56-4324-a8e9-e425ccb79fef"
"Markaba electricity station","hh_electricity_sources_other","to could be recoded","3b31364d-d2db-4129-8882-5f937c241640"
"لم يتم الرد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","31e62e55-0577-4d67-9b0d-31ae058d1f07"
"لم يتم الرد","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","31e62e55-0577-4d67-9b0d-31ae058d1f07"
"لم يتم الرد","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","dc7eb53a-cf2b-4b92-a262-d9df37df17e3"
"لم يتم الرد","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","dc7eb53a-cf2b-4b92-a262-d9df37df17e3"
"Australia","country_destination_3_months_other","to could be recoded","a3088f77-33d1-4c3e-9342-858444296059"
"Markaba electricity station","hh_electricity_sources_other","to could be recoded","fc10c557-91f9-4e60-9a94-68d663a09a09"
"So2 ledara mn jm3yt wtwze3 7sb lwsayt","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","928f5772-a77f-43e1-9193-8bb0e0796f9c"
"Frs 3ml","type_of_assistance_hh_prefer_to_receive_other","to could be recoded","928f5772-a77f-43e1-9193-8bb0e0796f9c"
"شراء الواح طاقة شمسية","main_reasons_taking_debt_other","to could be recoded","5311ad91-5a30-4cdd-981d-fefdfe4b1d7a"
"لا يوجد حواجز","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","285ec576-39df-4cdf-964f-2319c4370d46"
"تعليم جامعه","first_priority_need_other","to could be recoded","ab9a6264-37fc-4e2f-bc57-e5b2729af38e"
"الاختصاص ليس متواجد في لبنان للتوظيف","employment_main_barriers_other","to could be recoded","aed693a6-f848-40d5-b5e2-b3de087b77e0"
"دعم من اخته من خارج لبنان","main_sources_of_income_other","to could be recoded","615fa107-30d3-4cfe-8580-a92813e83a77"
"الادارات الخاطئة","main_reason_trouble_meeting_essential_needs_other","to could be recoded","923bedb4-2b01-45a1-af04-6f4228d57c03"
"دعم زراعي","type_of_assistance_hh_prefer_to_receive_other","to could be recoded","923bedb4-2b01-45a1-af04-6f4228d57c03"
"دعم زراعي","first_priority_need_other","to could be recoded","923bedb4-2b01-45a1-af04-6f4228d57c03"
"تعليم جامعي","third_priority_need_other","to could be recoded","b7885eaf-9228-4cf7-91ec-093d90986351"
"يحددون معايير دقيقة جدا وغير شاملة","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","ddc23add-bd0b-447e-89eb-fd27d2b534c9"
"بسبب فقد الامل","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","a21f5153-0962-4e1b-921a-e0d9a68f0d3a"
"قلة التعهدات من قبل الافراد","employment_main_barriers_other","to could be recoded","28ba2380-390b-478d-8b6d-5ade5f76e4b8"
"دعم من قبل الاخ الذي يعيش في الخارج","main_sources_of_income_other","to could be recoded","28ba2380-390b-478d-8b6d-5ade5f76e4b8"
"لا يوجد","adapt_to_lack_of_water_other","to could be recoded","43fd42bd-de9a-43ae-b58a-1169a0c9f658"
"The family applied but didn't get any response","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","cf25e40c-cae6-41ea-9352-52aaaa6b2298"
"Applied but didn't get any response","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","99681046-6b28-4827-b9fc-2686f1de825f"
"Military","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","8b4065b5-91a5-475f-b2b3-f36536370834"
"المياه متوفرة دائما","adapt_to_lack_of_water_other","to could be recoded","2866273e-da03-4a26-b655-580468588990"
"التخفيف من استعمالها","issues_accessing_hygien_items_other","to could be recoded","824346b3-db8c-47e1-8446-8deab5d676c8"
"المساعدة جيدة","reasons_not_use_complaint_mechanisms_to_provide_feedback_other","to could be recoded","824346b3-db8c-47e1-8446-8deab5d676c8"
"المازوت للتدفئة","first_priority_need_other","to could be recoded","824346b3-db8c-47e1-8446-8deab5d676c8"
"المياه متوفرة دائما","adapt_to_lack_of_water_other","to could be recoded","a7534f61-a0ad-419d-9be1-dc41dd6ec61e"
"تريد براد لعدم قدرتها على حفظ الطعام","third_priority_need_other","to could be recoded","9b1aeac2-63ee-4823-a535-ee5016a1ae61"
"تئمين تدفئة للشتاء","third_priority_need_other","to could be recoded","372344c3-83cc-4cc3-9f40-f2847894e3d4"
"الحصول على دواء من قبل أشخاص فاعل خير","accessing_medication_coping_mechanisms_other","to could be recoded","e29e7a3a-02af-4796-9a90-e7c2e1728f87"
"الشؤون","main_sources_of_income_other","to could be recoded","3ce0108e-3579-47cd-a27e-36c655ed447b"
"التعليم الجامعي","second_priority_need_other","to could be recoded","5b97de5e-7422-44f0-8cad-a7d014409845"
"Employees from ngos come and collect data from tge family but they dont get anything","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","3a7b6e1c-d28d-4a44-9211-6240dd81cabe"
"No water decrease","adapt_to_lack_of_water_other","to could be recoded","255c7fc8-0b80-4b81-8562-a05c65606d5d"
"They tried but didn't get anything","barriers_hh_experienced_trying_to_access_assistance_other","to could be recoded","255c7fc8-0b80-4b81-8562-a05c65606d5d"
"Byou3do w ma bi nafzo","reason_hh_not_satisfied_with_the_way_aid_workers_generally_behave_other","to could be recoded","6bc5b325-435e-4377-98e0-92ac7f839df9"
"توظيف","type_of_assistance_hh_prefer_to_receive_other","to could be recoded","06262898-5cda-443e-a7a9-91a3921835a6"
"There's no problem","adapt_to_lack_of_water_other","to could be recoded","77cbcc2d-60e0-456c-aaa2-196397a0d318"
