uuid,old_value,question,issue,check_id,check_binding,enumerator_num,date_assessment,change_type,new_value
40d70e78-3d3b-4d33-be59-35b68ea8c1f7,TRUE,primary_livelihood.employment,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ 40d70e78-3d3b-4d33-be59-35b68ea8c1f7,4,44385,change_response,FALSE
40d70e78-3d3b-4d33-be59-35b68ea8c1f7,175000,tot_expenses,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ 40d70e78-3d3b-4d33-be59-35b68ea8c1f7,4,44385,no_action,NA
40d8ee6f-8e47-497a-9005-fde107b209b8,0.574324324324324,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 40d8ee6f-8e47-497a-9005-fde107b209b8,12,44388,no_action,NA
40d8ee6f-8e47-497a-9005-fde107b209b8,"لا يصل الماء الى نزلنا
نحن نقوم بسحب خط ماء من المدرسة المجاورة",trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 40d8ee6f-8e47-497a-9005-fde107b209b8,12,44388,no_action,NA
40d8ee6f-8e47-497a-9005-fde107b209b8,لا ارى جدوى من ذلك,prefer_not_engage_other,recode other,NA,prefer_not_engage_other ~/~ 40d8ee6f-8e47-497a-9005-fde107b209b8,12,44388,no_action,NA
40d8ee6f-8e47-497a-9005-fde107b209b8,138.46900 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 40d8ee6f-8e47-497a-9005-fde107b209b8,12,44388,remove_survey,NA
42f91a3d-b442-49f9-9809-453db20262c4,بسبب الاهمال من قبل مسوولي دائرة مياه تلعفر,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 42f91a3d-b442-49f9-9809-453db20262c4,8,44391,no_action,NA
42f91a3d-b442-49f9-9809-453db20262c4,238.36280 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 42f91a3d-b442-49f9-9809-453db20262c4,8,44391,remove_survey,NA
44614627-c152-4f24-a3ca-87a58b2f2e3f,0.554054054054054,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 44614627-c152-4f24-a3ca-87a58b2f2e3f,1,44388,no_action,NA
44614627-c152-4f24-a3ca-87a58b2f2e3f,عدم وجود اهتمام من قبلهم,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 44614627-c152-4f24-a3ca-87a58b2f2e3f,1,44388,no_action,NA
44614627-c152-4f24-a3ca-87a58b2f2e3f,عدم وجود شبكة أنابيب,problems_water_main_complaint_other,recode other,NA,problems_water_main_complaint_other ~/~ 44614627-c152-4f24-a3ca-87a58b2f2e3f,1,44388,no_action,NA
45b5246d-fca7-4bf2-92e3-1d762b658a07,15,pump_hours,outlier (normal distribution),NA,pump_hours ~/~ 45b5246d-fca7-4bf2-92e3-1d762b658a07,10,44385,no_action,NA
461998c8-b713-4612-bcb6-1c22da76bbb8,ليس هناك اي خطة لمعالجة هذه المشكلة وذلك بسبب عدم الاهتمام من قبل الدائرة وكثرت التجاوزات على الشبكة الرئيسية,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 461998c8-b713-4612-bcb6-1c22da76bbb8,14,44387,no_action,NA
46e26a09-bd1b-41fd-ab8e-663390a2c687,الحي بعيد عن المشروع,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 46e26a09-bd1b-41fd-ab8e-663390a2c687,3,44389,no_action,NA
47528ba0-2b1e-4b4e-b2c7-6371c3f9882f,لا يوجد اهتمام او تطوير من قبل الدائره لهذا الحي,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 47528ba0-2b1e-4b4e-b2c7-6371c3f9882f,3,44387,no_action,NA
4835bdfb-bcab-45a8-aa78-d0335d285220,TRUE,primary_livelihood.employment,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ 4835bdfb-bcab-45a8-aa78-d0335d285220,6,44383,change_response,FALSE
4835bdfb-bcab-45a8-aa78-d0335d285220,150000,tot_expenses,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ 4835bdfb-bcab-45a8-aa78-d0335d285220,6,44383,no_action,NA
484cab4d-cfcd-4b5c-8da1-c4b2e20db0be,موظفين غير صالحين للعمل والأغلبية تعمل من خلال الغش والواسطه,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 484cab4d-cfcd-4b5c-8da1-c4b2e20db0be,8,44386,no_action,NA
489b4d13-7eaf-4732-af22-28d6cfd77466,24,hours_available_piped,outlier (normal distribution),NA,hours_available_piped ~/~ 489b4d13-7eaf-4732-af22-28d6cfd77466,15,44390,no_action,NA
48b6eb33-4658-41a4-9157-9ad94b88a167,234.63060 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 48b6eb33-4658-41a4-9157-9ad94b88a167,7,44383,remove_survey,NA
48e8896b-d1be-4600-8839-2d8b994ebcfb,19,water_tank_nb_sharing,outlier (normal distribution),NA,water_tank_nb_sharing ~/~ 48e8896b-d1be-4600-8839-2d8b994ebcfb,9,44383,no_action,NA
48e8896b-d1be-4600-8839-2d8b994ebcfb,2000000,inc_employment_pension,outlier (normal distribution),NA,inc_employment_pension ~/~ 48e8896b-d1be-4600-8839-2d8b994ebcfb,9,44383,no_action,NA
48e8896b-d1be-4600-8839-2d8b994ebcfb,19,num_hh_member,outlier (normal distribution),NA,num_hh_member ~/~ 48e8896b-d1be-4600-8839-2d8b994ebcfb,9,44383,no_action,NA
48e8896b-d1be-4600-8839-2d8b994ebcfb,5,days_available_piped,outlier (normal distribution),NA,days_available_piped ~/~ 48e8896b-d1be-4600-8839-2d8b994ebcfb,9,44383,no_action,NA
48e8896b-d1be-4600-8839-2d8b994ebcfb,2000000,tot_expenses,outlier (normal distribution),NA,tot_expenses ~/~ 48e8896b-d1be-4600-8839-2d8b994ebcfb,9,44383,no_action,NA
48f2f69f-4958-4180-8f31-e3eb3dedc28d,فساد مالي وإداري,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 48f2f69f-4958-4180-8f31-e3eb3dedc28d,1,44386,no_action,NA
48f2f69f-4958-4180-8f31-e3eb3dedc28d,141.97063 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 48f2f69f-4958-4180-8f31-e3eb3dedc28d,1,44386,remove_survey,NA
48f2f69f-4958-4180-8f31-e3eb3dedc28d,بعد مشروع الماء عن الحي,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 48f2f69f-4958-4180-8f31-e3eb3dedc28d,1,44386,no_action,NA
49e90a27-be96-4689-8323-72b5446b186e,167.46780 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 49e90a27-be96-4689-8323-72b5446b186e,3,44383,remove_survey,NA
4abe8c61-29ea-4451-b54f-6d16078acc96,45000,pay_water_charges_amount,outlier (normal distribution),NA,pay_water_charges_amount ~/~ 4abe8c61-29ea-4451-b54f-6d16078acc96,9,44385,no_action,NA
4abf00da-a378-4bea-b974-d1adf5ad198b,فساد مالي,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 4abf00da-a378-4bea-b974-d1adf5ad198b,3,44386,no_action,NA
4abf00da-a378-4bea-b974-d1adf5ad198b,106.13053 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 4abf00da-a378-4bea-b974-d1adf5ad198b,3,44386,remove_survey,NA
4b4f0abd-e2d1-443a-afab-915bdb349f80,"المنطقه جديده 
والشبكه اقوى 
",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 4b4f0abd-e2d1-443a-afab-915bdb349f80,5,44386,no_action,NA
4b90c5db-dfa7-4006-a753-16fcd8858d26,لم نلقى اي استجابة على الشكاوي التي نقدمها,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 4b90c5db-dfa7-4006-a753-16fcd8858d26,12,44391,no_action,NA
4c7be65c-6953-41b0-8674-2d21db8095b5,مشروع الماء بعيد جدا,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 4c7be65c-6953-41b0-8674-2d21db8095b5,1,44384,no_action,NA
4c7be65c-6953-41b0-8674-2d21db8095b5,179.12173 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 4c7be65c-6953-41b0-8674-2d21db8095b5,1,44384,remove_survey,NA
4cbeb812-1df8-4e04-a933-a11ed0c8e1d6,داخل تلعفر هناك مناطق يتم فيها تزويد المياه بشكل مستمر,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 4cbeb812-1df8-4e04-a933-a11ed0c8e1d6,9,44386,no_action,NA
4ce51648-8cea-4087-9656-33d0270dbf9d,توصيل المياه الى مناطق اكثر والمناطق التي تعاني من شحة المياه,suggestions_improve_services_other,recode other,NA,suggestions_improve_services_other ~/~ 4ce51648-8cea-4087-9656-33d0270dbf9d,9,44389,no_action,NA
4ce51648-8cea-4087-9656-33d0270dbf9d,24,hours_available_piped,outlier (normal distribution),NA,hours_available_piped ~/~ 4ce51648-8cea-4087-9656-33d0270dbf9d,9,44389,no_action,NA
4ce51648-8cea-4087-9656-33d0270dbf9d,1500000,tot_expenses,outlier (normal distribution),NA,tot_expenses ~/~ 4ce51648-8cea-4087-9656-33d0270dbf9d,9,44389,no_action,NA
4cf2c1c2-75a9-4be1-ab1a-09e0b0bec0bd,بعد الحي عن مشروع الماء وقلة مصادر الماء,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 4cf2c1c2-75a9-4be1-ab1a-09e0b0bec0bd,1,44390,no_action,NA
4d4bf67f-364a-4584-b21d-d0234d0aa317,"هناك غلط كبير في توزيع الماء على احياء تلعفر 
ولا يوحد مساواة في التوزيع",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 4d4bf67f-364a-4584-b21d-d0234d0aa317,4,44391,no_action,NA
4d4bf67f-364a-4584-b21d-d0234d0aa317,160000,tot_expenses,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ 4d4bf67f-364a-4584-b21d-d0234d0aa317,4,44391,no_action,NA
4d4bf67f-364a-4584-b21d-d0234d0aa317,TRUE,primary_livelihood.employment,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ 4d4bf67f-364a-4584-b21d-d0234d0aa317,4,44391,change_response,FALSE
4d988823-97ab-4420-a6da-a3b24e9dfb46,فساد إداري ومالي,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 4d988823-97ab-4420-a6da-a3b24e9dfb46,3,44390,no_action,NA
4d988823-97ab-4420-a6da-a3b24e9dfb46,قلة مصادر الماء,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 4d988823-97ab-4420-a6da-a3b24e9dfb46,3,44390,no_action,NA
4ea6dfbf-d9c4-4926-ab25-84037fd21555,"لاتوجد واسطه في المنطقه 
لايوجد من يمثلنا في الحي
ضعف في قوه دفع الماء",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 4ea6dfbf-d9c4-4926-ab25-84037fd21555,4,44389,no_action,NA
4fed8f95-0138-4d8c-81d2-1a1bcb79824c,175.90117 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 4fed8f95-0138-4d8c-81d2-1a1bcb79824c,1,44383,remove_survey,NA
50be30c5-86b8-4fd1-bd59-be31d8bd128c,0.547297297297297,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 50be30c5-86b8-4fd1-bd59-be31d8bd128c,6,44382,no_action,NA
50be30c5-86b8-4fd1-bd59-be31d8bd128c,تبيلغ الناس بجمع مبلغ من المال لايصال انبوب المياه الئ المنزل,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 50be30c5-86b8-4fd1-bd59-be31d8bd128c,6,44382,no_action,NA
51324001-970c-4fb5-bacf-de696e1b7eaa,فساد مالي وإداري,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 51324001-970c-4fb5-bacf-de696e1b7eaa,1,44384,no_action,NA
51324001-970c-4fb5-bacf-de696e1b7eaa,شبكة الماء سيئة جدا,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 51324001-970c-4fb5-bacf-de696e1b7eaa,1,44384,no_action,NA
51324001-970c-4fb5-bacf-de696e1b7eaa,100.44100 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 51324001-970c-4fb5-bacf-de696e1b7eaa,1,44384,remove_survey,NA
51da0071-ee7c-48ce-8f49-fc9e06c6218c,لايوجد فيها من يطالب بحقنا,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 51da0071-ee7c-48ce-8f49-fc9e06c6218c,4,44383,no_action,NA
51da0071-ee7c-48ce-8f49-fc9e06c6218c,"لان الحي الذي اعلى من بقيه أحياء المنطقه
و ايضا دفع الماء ضعيف",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 51da0071-ee7c-48ce-8f49-fc9e06c6218c,4,44383,no_action,NA
51da0071-ee7c-48ce-8f49-fc9e06c6218c,234.04092 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 51da0071-ee7c-48ce-8f49-fc9e06c6218c,4,44383,remove_survey,NA
5205540c-6019-4137-9c18-fb597d5af35c,184.38617 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 5205540c-6019-4137-9c18-fb597d5af35c,2,44385,remove_survey,NA
5205540c-6019-4137-9c18-fb597d5af35c,"لا توجد شبكه مياه في المنطقه 
عند مراجعه مياه تلعفر يكون الجواب أنتم خارج حدود قضاء تلعفر لذلك السبب  عدم توفير شبكه مياه لهم ولاتصل أليهم الجباه",pay_water_charges_why_not_other,recode other,NA,pay_water_charges_why_not_other ~/~ 5205540c-6019-4137-9c18-fb597d5af35c,2,44385,remove_survey,NA
5205540c-6019-4137-9c18-fb597d5af35c,عدم وجود مياه وشبكه مياه ابد في منطقه,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 5205540c-6019-4137-9c18-fb597d5af35c,2,44385,no_action,NA
5205540c-6019-4137-9c18-fb597d5af35c,يقولون خارج حدود بلديه تلعفر ومياه تلعفر,level_service_why_poor_other,recode other,NA,level_service_why_poor_other ~/~ 5205540c-6019-4137-9c18-fb597d5af35c,2,44385,no_action,NA
527d1ddc-8396-4647-806d-f3ed66615eae,عدم وجود ساعات مياه مما يشجع الناس على الاسراف بالاضافة الى الانقطاع المستمر للكهرباء الوطنية,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 527d1ddc-8396-4647-806d-f3ed66615eae,12,44384,no_action,NA
527d1ddc-8396-4647-806d-f3ed66615eae,20,hours_available_piped,outlier (normal distribution),NA,hours_available_piped ~/~ 527d1ddc-8396-4647-806d-f3ed66615eae,12,44384,no_action,NA
53af8663-5847-4b57-bda0-704939fab7e5,285.67625 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 53af8663-5847-4b57-bda0-704939fab7e5,7,44383,remove_survey,NA
544b1eee-67e2-4bd5-be99-61ae5f7e1e22,شبكة الماء سيئة جدا,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 544b1eee-67e2-4bd5-be99-61ae5f7e1e22,1,44387,no_action,NA
544b1eee-67e2-4bd5-be99-61ae5f7e1e22,فساد مالي,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 544b1eee-67e2-4bd5-be99-61ae5f7e1e22,1,44387,no_action,NA
54aaee2a-e3ef-4f16-b9fd-7bacc99bf7d7,133.62938 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 54aaee2a-e3ef-4f16-b9fd-7bacc99bf7d7,3,44384,remove_survey,NA
54aaee2a-e3ef-4f16-b9fd-7bacc99bf7d7,عدد ساعاات تجهيز الماء قليله جدا والبنى التحتية ل شبكة الماء سيئه كذالك,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 54aaee2a-e3ef-4f16-b9fd-7bacc99bf7d7,3,44384,no_action,NA
54aaee2a-e3ef-4f16-b9fd-7bacc99bf7d7,فساد وعدم اهتمام ب مشاكل المواطن,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 54aaee2a-e3ef-4f16-b9fd-7bacc99bf7d7,3,44384,no_action,NA
54aaee2a-e3ef-4f16-b9fd-7bacc99bf7d7,50000,pay_water_charges_amount,outlier (normal distribution),NA,pay_water_charges_amount ~/~ 54aaee2a-e3ef-4f16-b9fd-7bacc99bf7d7,3,44384,no_action,NA
5525589b-a078-423e-a577-e55d469a7545,بسبب سوء شبكة المياه.وقلة عدد الايام التي يضخ فيها الماء للحي.,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 5525589b-a078-423e-a577-e55d469a7545,11,44388,no_action,NA
55e388ed-fdf2-4d53-96b8-8c406947cad3,لا يوجد مخصصات مالية للدائرة على حسب قولهم,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 55e388ed-fdf2-4d53-96b8-8c406947cad3,1,44388,no_action,NA
55e388ed-fdf2-4d53-96b8-8c406947cad3,عدم وجود شبكة ماء لهذا الحي,problems_water_main_complaint_other,recode other,NA,problems_water_main_complaint_other ~/~ 55e388ed-fdf2-4d53-96b8-8c406947cad3,1,44388,no_action,NA
55e388ed-fdf2-4d53-96b8-8c406947cad3,0.560810810810811,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 55e388ed-fdf2-4d53-96b8-8c406947cad3,1,44388,no_action,NA
5648ad59-deb6-48ca-82aa-03f87d9eed65,20,num_hh_member,outlier (normal distribution),NA,num_hh_member ~/~ 5648ad59-deb6-48ca-82aa-03f87d9eed65,15,44388,no_action,NA
5648ad59-deb6-48ca-82aa-03f87d9eed65,20,water_tank_nb_sharing,outlier (normal distribution),NA,water_tank_nb_sharing ~/~ 5648ad59-deb6-48ca-82aa-03f87d9eed65,15,44388,no_action,NA
56d5c94b-ef5a-434c-9e75-3ccac24dd90b,60000,pay_water_charges_amount,outlier (normal distribution),NA,pay_water_charges_amount ~/~ 56d5c94b-ef5a-434c-9e75-3ccac24dd90b,10,44385,no_action,NA
56d5c94b-ef5a-434c-9e75-3ccac24dd90b,ضعف ضغط المياه,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 56d5c94b-ef5a-434c-9e75-3ccac24dd90b,10,44385,no_action,NA
572156f3-dec0-4fef-8c58-d2d89dcbde29,لايوجد هناك اي تحسين بالخدمة الدائرة لاتسعى الى فعل اي شي بسبب كمية المياه من المصدر قليلة,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 572156f3-dec0-4fef-8c58-d2d89dcbde29,14,44390,no_action,NA
57f3fe54-aa84-4452-847f-72fd2179267a,0.574324324324324,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 57f3fe54-aa84-4452-847f-72fd2179267a,9,44386,no_action,NA
595db826-c449-4879-9184-0b61791ab660,لا توجد واسطه في الحي وتجهيز قليل,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 595db826-c449-4879-9184-0b61791ab660,7,44389,no_action,NA
5a2d6c59-3675-4da0-8af5-eeeda3142981,0.560810810810811,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 5a2d6c59-3675-4da0-8af5-eeeda3142981,12,44388,no_action,NA
5a2d6c59-3675-4da0-8af5-eeeda3142981,نقوم بالتبليغ عن التسريبات لكن لا يوجد استجابة,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 5a2d6c59-3675-4da0-8af5-eeeda3142981,12,44388,no_action,NA
5af8ce19-7712-40ed-99ff-84c2adc7117e,"تجهيز المياه لساعات قليله جدا
ولاتوجد واسطه
ولايوجد من يمثل المنطقه",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 5af8ce19-7712-40ed-99ff-84c2adc7117e,6,44391,no_action,NA
5b9b0551-ae52-4ca8-8f21-3ef72c660d84,TRUE,primary_livelihood.employment,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ 5b9b0551-ae52-4ca8-8f21-3ef72c660d84,5,44388,change_response,FALSE
5b9b0551-ae52-4ca8-8f21-3ef72c660d84,170000,tot_expenses,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ 5b9b0551-ae52-4ca8-8f21-3ef72c660d84,5,44388,no_action,NA
5b9b0551-ae52-4ca8-8f21-3ef72c660d84,"لان  المنطقه لا يوجد من يمثلها 
المنطقه بعيده عن مشروع الماء 
المنطقه تقع أطراف القضاء",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 5b9b0551-ae52-4ca8-8f21-3ef72c660d84,5,44388,no_action,NA
5c49cb45-6fcb-4044-bbf6-1855f7a6fcab,ضغط ماء اقل لهذا الحي وبعده عن المشروع,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 5c49cb45-6fcb-4044-bbf6-1855f7a6fcab,1,44389,no_action,NA
5c80617f-88b4-441d-8990-cdb3c33559e0,0.554054054054054,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 5c80617f-88b4-441d-8990-cdb3c33559e0,15,44386,no_action,NA
5ce25ead-4d26-44fb-ae51-51d97a0993ae,ليس هناك اي تحسين من هذا الواقع حيث ان الدائرة تفتقر الى الاموال التي حالما تتوفر سوف يتم التحسين,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 5ce25ead-4d26-44fb-ae51-51d97a0993ae,14,44389,no_action,NA
5d3dc34a-99e7-45b2-91aa-6b5ca358dc44,منطقه مرتفعه وبطيئه جدا وعدم انتظام توزيع المياه بين الاحياء ويجب تقويه المحركات,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 5d3dc34a-99e7-45b2-91aa-6b5ca358dc44,7,44384,no_action,NA
5d6f3dc2-d850-4b1d-9c6a-f12c917420e3,لان المنطقة خارج حدود البلدية وبعيدة عن المصدر الرئيسي للمياه,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 5d6f3dc2-d850-4b1d-9c6a-f12c917420e3,13,44392,no_action,NA
5e22416b-bebf-434f-97f5-379d18c9f5de,لا نملك واسطة لدى دائرة المياه,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 5e22416b-bebf-434f-97f5-379d18c9f5de,13,44386,no_action,NA
5f5fe801-d457-42a0-bcf3-ebc746126067,202.62207 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 5f5fe801-d457-42a0-bcf3-ebc746126067,12,44389,remove_survey,NA
5f5fe801-d457-42a0-bcf3-ebc746126067,لا نرى اهتمام وجدية عند الحكومة,prefer_not_engage_other,recode other,NA,prefer_not_engage_other ~/~ 5f5fe801-d457-42a0-bcf3-ebc746126067,12,44389,no_action,NA
5f5fe801-d457-42a0-bcf3-ebc746126067,2000000,inc_employment_pension,outlier (normal distribution),NA,inc_employment_pension ~/~ 5f5fe801-d457-42a0-bcf3-ebc746126067,12,44389,no_action,NA
5f5fe801-d457-42a0-bcf3-ebc746126067,1500000,tot_expenses,outlier (normal distribution),NA,tot_expenses ~/~ 5f5fe801-d457-42a0-bcf3-ebc746126067,12,44389,no_action,NA
5f5fe801-d457-42a0-bcf3-ebc746126067,نقوم بالابلاغ عن التسريبات ولا يتم اصلاحها,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 5f5fe801-d457-42a0-bcf3-ebc746126067,12,44389,no_action,NA
6065fa1c-b49d-46e6-bf7f-7853d19dca66,6,days_available_piped,outlier (normal distribution),NA,days_available_piped ~/~ 6065fa1c-b49d-46e6-bf7f-7853d19dca66,9,44383,no_action,NA
6065fa1c-b49d-46e6-bf7f-7853d19dca66,20,tank_fill_piped,outlier (normal distribution),NA,tank_fill_piped ~/~ 6065fa1c-b49d-46e6-bf7f-7853d19dca66,9,44383,no_action,NA
6087d62d-cf3a-41d0-9748-558a86511f85,0.574324324324324,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ 6087d62d-cf3a-41d0-9748-558a86511f85,3,44385,no_action,NA
6087d62d-cf3a-41d0-9748-558a86511f85,160.63422 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 6087d62d-cf3a-41d0-9748-558a86511f85,3,44385,remove_survey,NA
6087d62d-cf3a-41d0-9748-558a86511f85,سوء اداره,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 6087d62d-cf3a-41d0-9748-558a86511f85,3,44385,no_action,NA
60fca747-a93d-4c77-8d9e-0937d4eb5065,"لانها بعيده عن مشروع ماء تلعفر
وهناك توسع في احياء تلعفر",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 60fca747-a93d-4c77-8d9e-0937d4eb5065,5,44387,no_action,NA
6126df70-c958-4a52-b4f5-c527151e6023,بعد الحي عن مشروع الماء,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 6126df70-c958-4a52-b4f5-c527151e6023,3,44391,no_action,NA
6126df70-c958-4a52-b4f5-c527151e6023,فساد مالي و اداري,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 6126df70-c958-4a52-b4f5-c527151e6023,3,44391,no_action,NA
62725a0f-3616-4f40-9630-a169b9f2b042,"لان الحي قديم والشبكات الماء أيضا قديمه 
وضعف في التوزيع
وضعف في توصيل الماء بالكامل
وضعف في قوة الماء",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 62725a0f-3616-4f40-9630-a169b9f2b042,5,44389,no_action,NA
62774254-a094-447a-b802-01352d4b7117,عدم اهتمام واضح من قبل الجهات المعنية لهذا الحي وقلة مصادر الماء,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 62774254-a094-447a-b802-01352d4b7117,3,44391,no_action,NA
62b47b10-5fc4-439c-9210-a43f43c661a8,5,days_available_piped,outlier (normal distribution),NA,days_available_piped ~/~ 62b47b10-5fc4-439c-9210-a43f43c661a8,4,44383,no_action,NA
62b47b10-5fc4-439c-9210-a43f43c661a8,لايوجد فيها من يمثله وتفتقر الى الواسطه,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ 62b47b10-5fc4-439c-9210-a43f43c661a8,4,44383,no_action,NA
62b47b10-5fc4-439c-9210-a43f43c661a8,104.86265 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ 62b47b10-5fc4-439c-9210-a43f43c661a8,4,44383,remove_survey,NA
62f10b4a-69ac-417f-acd8-bf5016790637,24,hours_available_piped,outlier (normal distribution),NA,hours_available_piped ~/~ 62f10b4a-69ac-417f-acd8-bf5016790637,2,44383,no_action,NA
630d0067-d84a-4fd0-8c36-029e87913c40,عسكري ضمن صفوف الداخليه,primary_livelihood_other,recode other,NA,primary_livelihood_other ~/~ 630d0067-d84a-4fd0-8c36-029e87913c40,8,44390,no_action,NA
630d0067-d84a-4fd0-8c36-029e87913c40,ولذلك بسبب قفل سداد الما۽ من قبل اصحاب المحلات لوصول الماء لمناطقهم,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ 630d0067-d84a-4fd0-8c36-029e87913c40,8,44390,no_action,NA
